Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
16035,16036,Inclan_Brutal_Bar,5,Positive,review_443324072,Fabulous!!,"Great food, terrific atmosphere and friendly service. Everything we ate was perfect, tasty and very much to the point. A sure thing!","Great food, terrific atmosphere and friendly service. Everything we ate was perfect, tasty and very much to the point. A sure thing!",2016-12-10,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10358028-Reviews-or1120-Inclan_Brutal_Bar-Madrid.html,UID_14571,0.0,0.505,0.495,0.9493,0.5099999999999999,0.7331481481481482,0.2529,132,8,0.0606060606060606,1,5,False,11,0.1538461538461538,0.2307692307692307,0.3076923076923077,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0769230769230769,22,21,5.045454545454546,0,0,great food terrif atmospher friendli servic everyth ate perfect tasti much point sure thing,very good review,5,Spanish
16036,16037,Oven_Mozzarella_Bar_Fuencarral,5,Positive,review_483074805,Oh Yes!!,My wife and I were attracted to the ambience of this restaurant as we walked by and thought we would give it a go. What a fortuitous decision. The food was fantastic. I had the lasagna and my wife had a horny pasta dish. Both...,My wife and I were attracted to the ambience of this restaurant as we walked by and thought we would give it a go. What a fortuitous decision. The food was fantastic. I had the lasagna and my wife had a horny pasta dish. Both were very tasty and about €10 each. The servings were adequate for us but if you are a big eater you may wish to try something else. We also shared a single serve of the bread €1.50 which had a nice variety to choose from. The staff were friendly and attentive. We also a bottle of white for €15. I would highly recommend this restaurant.,2017-05-09,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7062431-Reviews-or480-Oven_Mozzarella_Bar_Fuencarral-Madrid.html,UID_14572,0.0,0.81,0.19,0.9719,0.2396904761904762,0.4787619047619048,0.3589111111111112,564,58,0.1028368794326241,0,11,False,27,0.1578947368421052,0.1578947368421052,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.0526315789473684,0.0,110,77,4.136363636363637,0,0,wife attract ambienc restaur walk thought would give go fortuit decis food fantast lasagna wife horni pasta dish tasti serv adequ us big eater may wish tri someth els also share singl serv bread nice varieti choos staff friendli attent also bottl white would highli recommend restaur,good review,4,Italian
16037,16038,Inclan_Brutal_Bar,5,Positive,review_437798365,Great find!!,Amazing food! The tapas are fantastic! It came recommended highly by our tour guide. Santiago made sure we had a great time and were will taken care of. Go here!,Amazing food! The tapas are fantastic! It came recommended highly by our tour guide. Santiago made sure we had a great time and were will taken care of. Go here!,2016-11-16,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10358028-Reviews-or1130-Inclan_Brutal_Bar-Madrid.html,UID_14573,0.0,0.55,0.45,0.9622,0.5820000000000001,0.7957777777777777,0.486075,161,11,0.0683229813664596,3,5,False,12,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,30,30,4.4,0,0,amaz food tapa fantast came recommend highli tour guid santiago made sure great time taken care go,good review,4,Mexican
16038,16039,El_Sur_de_Huertas,5,Positive,review_636047323,Very nice place,Had an excellent raviolis spinach. Small place full of smiling faces. Fast service. Simple in a good way. Sangrilla very tasty,Had an excellent raviolis spinach. Small place full of smiling faces. Fast service. Simple in a good way. Sangrilla very tasty,2018-11-27,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or280-El_Sur_de_Huertas-Madrid.html,UID_868,0.0,0.652,0.348,0.8625,0.3142857142857143,0.5438775510204081,0.363175,126,6,0.0476190476190476,0,4,False,8,0.0833333333333333,0.25,0.4166666666666667,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,21,21,5.0476190476190474,0,0,excel ravioli spinach small place full smile face fast servic simpl good way sangrilla tasti,good review,4,Mexican
16039,16040,El_Sur_de_Huertas,5,Positive,review_635847930,Great night,Very good food. I strongly Ropa Vieja full portion and the prawns. Our waiter was amazing Andres!!!!,Very good food. I strongly Ropa Vieja full portion and the prawns. Our waiter was amazing Andres!!!!,2018-11-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or280-El_Sur_de_Huertas-Madrid.html,UID_14574,0.0,0.577,0.423,0.8823,0.6733333333333333,0.7408333333333333,0.4410333333333334,100,6,0.06,4,6,False,5,0.1,0.2,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,17,17,4.9411764705882355,0,0,good food strongli ropa vieja full portion prawn waiter amaz andr,very good review,5,Mexican
16040,16041,El_Sur_de_Huertas,5,Positive,review_635847390,Great place,Very friendly staff. Great service. Very fast. Food is great as well. Even give gummy bears! Thank you Andres!,Very friendly staff. Great service. Very fast. Food is great as well. Even give gummy bears! Thank you Andres!,2018-11-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or280-El_Sur_de_Huertas-Madrid.html,UID_14575,0.0,0.45,0.55,0.9527,0.6368750000000001,0.7324999999999999,0.5197200000000001,110,5,0.0454545454545454,2,6,False,9,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,19,18,4.842105263157895,0,0,friendli staff great servic fast food great well even give gummi bear thank andr,good review,4,Mexican
16041,16042,El_Sur_de_Huertas,5,Positive,review_635795816,Delicious ,"Such an amazing place, delicious food, nice atmosphere. Staff were very nice, specially Jhoan. Gracias!","Such an amazing place, delicious food, nice atmosphere. Staff were very nice, specially Jhoan. Gracias!",2018-11-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or280-El_Sur_de_Huertas-Madrid.html,UID_14576,0.0,0.446,0.554,0.9285,0.5710714285714287,0.8285714285714286,0.4417,103,4,0.0388349514563106,1,6,False,8,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,15,15,5.933333333333334,0,0,amaz place delici food nice atmospher staff nice special jhoan gracia,good review,4,Mexican
16042,16043,El_Sur_de_Huertas,5,Positive,review_640418234,Nice Food & Service,The place was very nice. The rollitos de pollo were really nice. Services was the best Recommended 100%. I will be back again.,The place was very nice. The rollitos de pollo were really nice. Services was the best Recommended 100%. I will be back again.,2018-12-18,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or270-El_Sur_de_Huertas-Madrid.html,UID_14577,0.0,0.609,0.391,0.9039,0.595,0.575,0.3204666666666667,126,11,0.0873015873015873,0,5,False,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,20,4.521739130434782,0,0,place nice rollito de pollo realli nice servic best recommend back,good review,4,Mexican
16043,16044,El_Sur_de_Huertas,2,Negative,review_640399169,Not what we expected. ,"We had a short stay in Madrid and we find this taverna from trip advisor. First plate paella really not good.. it was like rewarm from some days before, the rice was like a small balls. Not totally bad but medium to bad tasty.Second...","We had a short stay in Madrid and we find this taverna from trip advisor.  First plate paella really not good..  it was like rewarm from some days before, the rice was like a small balls. Not totally bad but medium to bad tasty. Second noodles with vagetables really so sweet. The vagetables were refried in small pieces.  We were so hungry and we eat all but the taste was not good. Although thanks a lot!! And May we come again for a better taste. The best was the service!! The boy was so good and polite!! ",2018-12-18,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or270-El_Sur_de_Huertas-Madrid.html,UID_14578,0.102,0.682,0.216,0.9475,0.1330357142857142,0.4440476190476191,0.56218,510,47,0.092156862745098,6,16,False,28,0.125,0.1,0.175,0.125,0.1,0.05,0.075,0.05,0.15,0.05,97,69,4.22680412371134,0,0,short stay madrid find taverna trip advisor first plate paella realli good like rewarm day rice like small ball total bad medium bad tasti second noodl vaget realli sweet vaget refri small piec hungri eat tast good although thank lot may come better tast best servic boy good polit,bad review,2,Spanish
16044,16045,El_Sur_de_Huertas,5,Positive,review_640393396,We wanted the best local Spanish food..,"And we got it! We searched online and asked around for the best local authentic cuisine, not the commercial tourist spot, but the real deal, and Taberna El Sur delivered big time. Charcuterie, sangria, jamon, risotto, tartar, ropa vieja, all amazing.","And we got it! We searched online and asked around for the best local authentic cuisine, not the commercial tourist spot, but the real deal, and Taberna El Sur delivered big time. Charcuterie, sangria, jamon, risotto, tartar, ropa vieja, all amazing.",2018-12-18,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-or270-El_Sur_de_Huertas-Madrid.html,UID_14579,0.0,0.828,0.172,0.8439,0.3285714285714285,0.3357142857142857,0.29295,250,13,0.052,1,12,False,10,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,41,38,5.121951219512195,0,0,got search onlin ask around best local authent cuisin commerci tourist spot real deal taberna el sur deliv big time charcuteri sangria jamon risotto tartar ropa vieja amaz,good review,4,Spanish
