Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
60333,60334,Reineta_Vegetariano,5,Positive,review_618728341,Delicious vegetarian food and friendly staff,I was looking for a vegetarian restaurant in Madrid for my wife and I to take our meat eating cousins to.  The Reineta was five minutes from our hotel and seemed to have a varied menu.  I booked a table for four on-line was so...,"I was looking for a vegetarian restaurant in Madrid for my wife and I to take our meat eating cousins to. The Reineta was five minutes from our hotel and seemed to have a varied menu. I booked a table for four on-line was so pleased with my choice. The restaurant was full on a Saturday evening and we were the first ones in at 9.00 p.m. The waitresses were really friendly and helpful. My wife and I (the vegetarians) thought the entire meal (starter, main and dessert) was delicious. We think our meat eating cousins eating veggie food for a change enjoyed theirs - they certainly cleared their plates. Other positives were a bright, clean restaurant and the most delicious carrot juice I've ever had!! If you are a vegetarian in Madrid try the Reineta I doubt you'll be disappointed; it's brilliant!",2018-09-22,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12141171-Reviews-Reineta_Vegetariano-Madrid.html,UID_46530,0.032,0.744,0.224,0.9863,0.3779761904761904,0.6711309523809523,0.45765,802,68,0.084788029925187,3,24,False,35,0.0833333333333333,0.2222222222222222,0.3055555555555556,0.0,0.1666666666666666,0.0277777777777777,0.0277777777777777,0.0555555555555555,0.0555555555555555,0.0555555555555555,143,97,4.615384615384615,0,0,look vegetarian restaur madrid wife take meat eat cousin reineta five minut hotel seem vari menu book tabl four line pleas choic restaur full saturday even first one p waitress realli friendli help wife vegetarian thought entir meal starter main dessert delici think meat eat cousin eat veggi food chang enjoy certainli clear plate posit bright clean restaur delici carrot juic ever vegetarian madrid tri reineta doubt disappoint brilliant,good review,4,Spanish
60334,60335,Cokuy,5,Positive,review_734473312,Everything was delicious,"Our party of four walked in off the street. Cokuy was almost totally empty, and we’d just decided to forgo eating at their famous neighbor, Rosi La Loca, because we couldn’t fathom the idea of waiting 1.5 hours for a table. So, at Cokuy, we...","Our party of four walked in off the street. Cokuy  was almost totally empty, and we’d just decided to forgo eating at their famous neighbor, Rosi La Loca, because we couldn’t fathom the idea of waiting 1.5 hours for a table. So, at Cokuy, we ordered the ribeye, an Iberian secret, the oxtail pasta, and a fried cod in honey sauce. Everything was delicious. We also really liked our waiter, who served as promptly, spoke great English, and told us a little about his roots in Portugal/Venezuela.",2019-12-24,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12909028-Reviews-Cokuy-Madrid.html,UID_46531,0.019,0.842,0.14,0.9149,0.2765625,0.65625,0.403775,494,36,0.0728744939271255,0,18,False,16,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,87,74,4.67816091954023,0,0,parti four walk street cokuy almost total empti decid forgo eat famou neighbor rosi la loca fathom idea wait hour tabl cokuy order ribey iberian secret oxtail pasta fri cod honey sauc everyth delici also realli like waiter serv promptli spoke great english told us littl root portug venezuela,good review,4,French
60335,60336,Taberna_La_Gaditana,5,Positive,review_735198691,The best gastronomic experience,"The best gastronomic experience The service was awesome , the food was perfect I will recommend Everyone this spot to take food","The best gastronomic experience The service was awesome , the food was perfect I will recommend Everyone this spot to take food",2019-12-28,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3487503-Reviews-Taberna_La_Gaditana-Madrid.html,UID_46532,0.0,0.554,0.446,0.9382,1.0,0.7666666666666666,0.0,127,9,0.0708661417322834,0,1,False,8,0.0833333333333333,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,22,19,4.818181818181818,0,0,best gastronom experi servic awesom food perfect recommend everyon spot take food,good review,4,Spanish
60336,60337,La_Austriaca,5,Positive,review_716436847,"no nonsense, great breakfast and coffee. Excellent vibe.","We got breakfast here twice in a long weekend. It was partially out of proximity to our hotel, but also because the experience was great. It is definitely a locals spot. We didn't see any other tourists either time. The crew were super nice and...","We got breakfast here twice in a long weekend. It was partially out of proximity to our hotel, but also because the experience was great. It is definitely a locals spot. We didn't see any other tourists either time. The crew were super nice and helpful. They had menus in English and didn't make fun of our crappy Spanish. Delicious eats, and coffee to go.",2019-10-08,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d796848-Reviews-La_Austriaca-Madrid.html,UID_12222,0.091,0.617,0.292,0.9663,0.2507575757575758,0.4719696969696969,0.88555,356,33,0.0926966292134831,0,11,False,18,0.3,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,65,54,4.492307692307692,0,0,got breakfast twice long weekend partial proxim hotel also experi great definit local spot see tourist either time crew super nice help menu english make fun crappi spanish delici eat coffe go,good review,4,Spanish
60337,60338,El_Neru,3,Negative,review_747281689,Good to taste the typical Asturian cuisine,"El Neru is located near Plaza del Sol, and offers typical Asturian cuisine. Since we booked a table of 15, rather than ordering à la carte, the staff suggested us their most typical plates, that brought in the center of the table for 3/4 people....","El Neru is located near Plaza del Sol, and offers typical Asturian cuisine. Since we booked a table of 15, rather than ordering à la carte, the staff suggested us their most typical plates, that brought in the center of the table for 3/4 people. We tasted the octopus a la gallega, the Spanish tortilla, a typical Astorian cheese and the famous jamon asado (that I recommend). Staff just spoke Spanish, so we had some communication difficulties. Quite expensive bill.",2020-02-24,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d804606-Reviews-El_Neru-Madrid.html,UID_22719,0.027,0.943,0.03,0.0772,0.0090909090909091,0.3818181818181818,0.3286,467,32,0.0685224839400428,0,15,False,18,0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.0,0.2,0.1,80,66,4.85,0,0,el neru locat near plaza del sol offer typic asturian cuisin sinc book tabl rather order la cart staff suggest us typic plate brought center tabl peopl tast octopu la gallega spanish tortilla typic astorian chees famou jamon asado recommend staff spoke spanish commun difficulti quit expens bill,average review,3,Spanish
60338,60339,Triana,5,Positive,review_740435483,The best Andalusian place in Madrid,"Wonderful atmosphere, excellent food and wine served by cheerful dedicated waiters and waitresses. If you want a warm piece of Andalusia, go there, listen to the flamenco or Sevilla and have fun!","Wonderful atmosphere, excellent food and wine served by cheerful dedicated waiters and waitresses. If you want a warm piece of Andalusia, go there, listen to the flamenco or Sevilla and have fun!",2020-01-21,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3134591-Reviews-Triana-Madrid.html,UID_46533,0.0,0.547,0.453,0.9622,0.675,0.76,0.2317,195,12,0.0615384615384615,1,5,False,9,0.0833333333333333,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,32,30,5.125,0,0,wonder atmospher excel food wine serv cheer dedic waiter waitress want warm piec andalusia go listen flamenco sevilla fun,good review,4,Spanish
60339,60340,Reineta_Vegetariano,5,Positive,review_618712435,Veggie oasis,A weekend in Madrid was complete with a visit to one of the very few veggie restaurants in the Spanish capital.The menu offered a good selection of dishes and is obviously a favourite with many others as it was fully booked.I am a...,A weekend in Madrid was complete with a visit to one of the very few veggie restaurants in the Spanish capital. The menu offered a good selection of dishes and is obviously a favourite with many others as it was fully booked. I am a meat eater but can fully appreciate freshly cooked food with good atmosphere.,2018-09-22,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12141171-Reviews-Reineta_Vegetariano-Madrid.html,UID_14648,0.0,0.847,0.153,0.8686,0.255,0.40375,0.4167,310,28,0.0903225806451612,0,3,False,15,0.1111111111111111,0.1666666666666666,0.3333333333333333,0.1111111111111111,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,57,46,4.456140350877193,0,0,weekend madrid complet visit one veggi restaur spanish capit menu offer good select dish obvious favourit mani other fulli book meat eater fulli appreci freshli cook food good atmospher,good review,4,Spanish
60340,60341,Reineta_Vegetariano,4,Positive,review_613119479,Beautiful gem in the city center,"A gem in the center of Madrid! I *loved* the place: the service, the food (super natural and fresh), the decoration... all! Will be coming back for sure.","A gem in the center of Madrid! I *loved* the place: the service, the food (super natural and fresh), the decoration... all! Will be coming back for sure.",2018-09-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12141171-Reviews-Reineta_Vegetariano-Madrid.html,UID_10549,0.0,0.598,0.402,0.938,0.269047619047619,0.4793650793650794,0.7577,153,13,0.0849673202614379,2,13,False,9,0.125,0.25,0.375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,28,24,4.5,0,0,gem center madrid love place servic food super natur fresh decor come back sure,very good review,5,Spanish
60341,60342,Reineta_Vegetariano,4,Positive,review_593423614,Sit wherever you like!,We missed our reservation and ended up scrambling to find a vegan restaurant.  We we're lucky to find Reineta. The menu is quite varied and the desserts were delicious. A very homey and relaxed atmosphere.,We missed our reservation and ended up scrambling to find a vegan restaurant.  We we're lucky to find Reineta. The menu is quite varied and the desserts were delicious. A very homey and relaxed atmosphere.,2018-07-05,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12141171-Reviews-Reineta_Vegetariano-Madrid.html,UID_230,0.051,0.718,0.231,0.83,0.5111111111111111,0.7111111111111111,0.3010333333333333,205,16,0.0780487804878048,0,5,False,7,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,35,30,4.857142857142857,0,0,miss reserv end scrambl find vegan restaur lucki find reineta menu quit vari dessert delici homey relax atmospher,good review,4,Spanish
60342,60343,Cokuy,5,Positive,review_732645988,Value for Money Lunch,"Despite the negatives reviews, I found them good. It was pack during lunch hours. Waitress were nice and smiley even though lack of English. Food came quickly. Ambience n decor were great. Ordered the 3 course Lunch menu that cost €15. Paella mix was starter,...","Despite the negatives reviews, I found them good. It was pack during lunch hours. Waitress were nice and smiley even though lack of English. Food came quickly. Ambience n decor were great. Ordered the 3 course Lunch menu that cost €15. Paella mix was starter, Steak main n panacotta. ",2019-12-14,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12909028-Reviews-Cokuy-Madrid.html,UID_46534,0.039,0.748,0.213,0.8807,0.4333333333333333,0.5305555555555556,0.4463333333333333,284,13,0.0457746478873239,0,9,False,20,0.1,0.2,0.3,0.1,0.2,0.0,0.0,0.0,0.1,0.0,49,45,4.795918367346939,0,0,despit neg review found good pack lunch hour waitress nice smiley even though lack english food came quickli ambienc n decor great order cours lunch menu cost paella mix starter steak main n panacotta,average review,3,French
