Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
38084,38085,Francisca,5,Positive,review_614909130,Classic local food,Small restaurant in a great neighborhood.  Service and food was terrific . You will interact with staff and the chef but not in a foodie sense . It’s a familia place .  Wine is very reasonable and the food the same .,Small restaurant in a great neighborhood.  Service and food was terrific . You will interact with staff and the chef but not in a foodie sense . It’s a familia place .  Wine is very reasonable and the food the same .,2018-09-08,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991335-Reviews-Francisca-Madrid.html,UID_32030,0.0,0.897,0.103,0.5574,0.162,0.611,0.156225,216,20,0.0925925925925925,0,5,False,10,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,42,31,4.119047619047619,0,0,small restaur great neighborhood servic food terrif interact staff chef foodi sens familia place wine reason food,average review,3,French
38085,38086,Francisca,5,Positive,review_580890494,Excellent meal,Came here before flamenco at corral de moirra. The owner was very friendly and the food was excellent.,Came here before flamenco at corral de moirra. The owner was very friendly and the food was excellent.,2018-05-17,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991335-Reviews-Francisca-Madrid.html,UID_32031,0.0,0.69,0.31,0.8016,0.74375,0.825,0.8016,102,10,0.0980392156862745,0,2,False,4,0.1,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,18,17,4.722222222222222,0,0,came flamenco corral de moirra owner friendli food excel,good review,4,French
38086,38087,Francisca,5,Positive,review_564376749,Excellent Northern Spanish Food,This place is a gem. You have to follow Carmen's advice about to eat. She serves and (sometimes) cooks. Full of stories about Madrid and its people.,This place is a gem. You have to follow Carmen's advice about to eat. She serves and (sometimes) cooks. Full of stories about Madrid and its people.,2018-03-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991335-Reviews-Francisca-Madrid.html,UID_32032,0.0,1.0,0.0,0.0,0.35,0.55,0.0,148,14,0.0945945945945946,0,7,False,5,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,27,24,4.518518518518518,0,0,place gem follow carmen advic eat serv sometim cook full stori madrid peopl,good review,4,Spanish
38087,38088,Francisca,5,Positive,review_557993678,Quiet after theatre restaurant,"Wonderful experience with everything prepared beautifully and our waitress (didn't know her name, but she said she has been there for 35 years). Nice atmosphere! I enjoy it when the staff takes a bit of time to mingle with you. Everything we ordered was wonderful...","Wonderful experience with everything prepared beautifully and our waitress (didn't know her name, but she said she has been there for 35 years). Nice atmosphere! I enjoy it when the staff takes a bit of time to mingle with you. Everything we ordered was wonderful but I'd have to say the veal and duck breast dinners were the favorites among our group. Definitely a return to spot and surprisingly not crowded. By the way, see the Flamenco show just around the corner before dinner as it is amazing! Dine here and you'll see why they have a 5 star rating. They have an allergy list on the last page of the menu to aid in choosing meals. Also, our waitress did speak a bit of English.",2018-02-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991335-Reviews-Francisca-Madrid.html,UID_17202,0.0,0.768,0.232,0.9882,0.44,0.6466666666666667,0.1468499999999999,683,62,0.0907759882869692,2,17,False,30,0.1851851851851851,0.1111111111111111,0.2222222222222222,0.074074074074074,0.2222222222222222,0.037037037037037,0.0,0.037037037037037,0.037037037037037,0.074074074074074,126,97,4.428571428571429,0,0,wonder experi everyth prepar beauti waitress know name said year nice atmospher enjoy staff take bit time mingl everyth order wonder say veal duck breast dinner favorit among group definit return spot surprisingli crowd way see flamenco show around corner dinner amaz dine see star rate allergi list last page menu aid choos meal also waitress speak bit english,very good review,5,French
38088,38089,Francisca,5,Positive,review_530568071,Basque cooking at its bedt,Found this little gem by accident. Had the croquettes which were little morsels of cream and tasty bites of ham crispy fried. Another delicious appetizer was the little chorizo bites from Navarro. The duck thigh confit was very juicy and not greasy and the fresh...,Found this little gem by accident. Had the croquettes which were little morsels of cream and tasty bites of ham crispy fried. Another delicious appetizer was the little chorizo bites from Navarro. The duck thigh confit was very juicy and not greasy and the fresh fruit and turrone ice cream hit the spot for dessert. Carmen is a gem. ,2017-10-06,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991335-Reviews-Francisca-Madrid.html,UID_32033,0.044,0.864,0.093,0.4877,0.15625,0.5499999999999999,0.39305,334,24,0.0718562874251497,0,5,False,9,0.0909090909090909,0.2272727272727272,0.2727272727272727,0.1363636363636363,0.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.0454545454545454,59,47,4.661016949152542,0,0,found littl gem accid croquett littl morsel cream tasti bite ham crispi fri anoth delici appet littl chorizo bite navarro duck thigh confit juici greasi fresh fruit turron ice cream hit spot dessert carmen gem,good review,4,French
38089,38090,Francisca,5,Positive,review_503319015,Carmen is incredible!,"Amazing Basque food and we went to San Sebastian the next day or something after eating here and Carmen was our wait person.  It is not only incredible food, we had 4 preparations of bacalao (cod) and each had it's own distinct flavors, truly amazing....","Amazing Basque food and we went to San Sebastian the next day or something after eating here and Carmen was our wait person. It is not only incredible food, we had 4 preparations of bacalao (cod) and each had it's own distinct flavors, truly amazing. The highlight was Carmen! She is an incredible person, lots of stories, a love of life, living, eating!! She was worth the visit just that. If you don't speak spanish you might miss quite of bit of the amiance as her english is not so good but she tries hard. Fortunately 2 of our group of 4 did speak spanish and it was a flavor filled experience. I would highly recomment this restaurant.",2017-07-18,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991335-Reviews-Francisca-Madrid.html,UID_1472,0.039,0.856,0.105,0.8157,0.3368201754385965,0.5411403508771929,0.3486714285714286,641,58,0.0904836193447738,3,19,False,28,0.1176470588235294,0.2352941176470588,0.3529411764705882,0.0588235294117647,0.1764705882352941,0.0,0.0,0.0,0.0588235294117647,0.0,118,91,4.440677966101695,0,0,amaz basqu food went san sebastian next day someth eat carmen wait person incred food prepar bacalao cod distinct flavor truli amaz highlight carmen incred person lot stori love life live eat worth visit speak spanish might miss quit bit amianc english good tri hard fortun group speak spanish flavor fill experi would highli recom restaur,good review,4,Spanish
38090,38091,La_Entretenida,5,Positive,review_749928261,"Amazing Iberico ham, spinach salad and service!","Amazing Iberico ham, spinach salad, and chicken. Super attentive and polite staff. We have made 2 visits within 3 days in Madrid and would come back again!","Amazing Iberico ham, spinach salad, and chicken. Super attentive and polite staff. We have made 2 visits within 3 days in Madrid and would come back again!",2020-03-08,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7283589-Reviews-La_Entretenida-Madrid.html,UID_32034,0.0,0.758,0.242,0.8398,0.1466666666666666,0.6833333333333333,0.30645,155,6,0.0387096774193548,1,5,False,13,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,27,25,4.777777777777778,0,0,amaz iberico ham spinach salad chicken super attent polit staff made visit within day madrid would come back,good review,4,Spanish
38091,38092,La_Entretenida,4,Positive,review_748291837,Very nice and late kitchen.,Very nice and late kitchen.  We arrived late from the airport and our hotel suggested that the kitchen might be opened late here. They made a call and a reservation.   Very nice Resturant. Not to fancy but good flavor super friendly staff high end of...,Very nice and late kitchen. We arrived late from the airport and our hotel suggested that the kitchen might be opened late here. They made a call and a reservation. Very nice Resturant. Not to fancy but good flavor super friendly staff high end of mid priced. A good pick. Very tasty ,2020-02-29,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7283589-Reviews-La_Entretenida-Madrid.html,UID_32035,0.0,0.682,0.318,0.97,0.2606944444444445,0.5838888888888889,0.3919666666666666,284,21,0.0739436619718309,0,6,False,12,0.1923076923076923,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.1153846153846153,0.0,0.0,0.0,0.1153846153846153,0.1153846153846153,52,42,4.461538461538462,0,0,nice late kitchen arriv late airport hotel suggest kitchen might open late made call reserv nice restur fanci good flavor super friendli staff high end mid price good pick tasti,good review,4,French
38092,38093,La_Entretenida,4,Positive,review_745453808,"Wonderful space, food and service",Well located in Madrid we ate at this restaurant on our last night.  Our hotel recommended it and weren't disappointed. The service was excellent as was the food. I truly loved how the space itself was beautiful. Will definitely return.,Well located in Madrid we ate at this restaurant on our last night.  Our hotel recommended it and weren't disappointed. The service was excellent as was the food. I truly loved how the space itself was beautiful. Will definitely return.,2020-02-16,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7283589-Reviews-La_Entretenida-Madrid.html,UID_32036,0.0,0.576,0.424,0.9704,0.3,0.6861111111111112,0.277925,236,21,0.0889830508474576,0,6,False,15,0.0,0.25,0.25,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,40,37,4.9,0,0,well locat madrid ate restaur last night hotel recommend disappoint servic excel food truli love space beauti definit return,good review,4,Spanish
38093,38094,La_Entretenida,5,Positive,review_730022700,Fantastic! ,"This dining spot should be on your radar!!  Perhaps reservations are recommended however we did walk in @ 4pm on a Saturday.From the greeting at the door, to the people who served the table, all was very wonderful!  We were provided an English menu...","This dining spot should be on your radar!! Perhaps reservations are recommended however we did walk in @ 4pm on a Saturday. From the greeting at the door, to the people who served the table, all was very wonderful! We were provided an English menu and the staff was helpful and tolerated of our poor command of the Spanish language. The decor is casual, relaxing and fun!  We tried the recommended grilled artichoke hearts and fresh squid as starters. For the entrees we ordered the sea bass and suckling pig. ",2019-12-01,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7283589-Reviews-La_Entretenida-Madrid.html,UID_22967,0.028,0.711,0.261,0.9749,0.0781249999999999,0.4583333333333333,0.5609666666666667,510,46,0.0901960784313725,4,12,False,16,0.0625,0.1875,0.3125,0.125,0.1875,0.0,0.0625,0.0,0.0625,0.0,90,72,4.655555555555556,0,1,dine spot radar perhap reserv recommend howev walk pm saturday greet door peopl serv tabl wonder provid english menu staff help toler poor command spanish languag decor casual relax fun tri recommend grill artichok heart fresh squid starter entre order sea bass suckl pig,good review,4,Spanish
