Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
25038,25039,The_Spanish_Farm,4,Positive,review_375578438,Fantastic undiscovered gem.,"Happened on the restaurant by chance after a visit to the botanical gardens. Just perfect for Sunday lunch, great tapas and a perfect gazpacho. Service was attentive and friendly and a good wine list to round off the experience. Highly recommended.","Happened on the restaurant by chance after a visit to the botanical gardens. Just perfect for Sunday lunch, great tapas and a perfect gazpacho. Service was attentive and friendly and a good wine list to round off the experience. Highly recommended.",2016-05-22,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or200-The_Spanish_Farm-Madrid.html,UID_22190,0.0,0.61,0.39,0.967,0.5293749999999999,0.71125,0.4328,248,18,0.0725806451612903,0,5,False,15,0.1904761904761904,0.1904761904761904,0.2857142857142857,0.0952380952380952,0.238095238095238,0.0,0.0,0.0,0.0,0.0,41,33,5.073170731707317,0,0,happen restaur chanc visit botan garden perfect sunday lunch great tapa perfect gazpacho servic attent friendli good wine list round experi highli recommend,very good review,5,Spanish
25039,25040,The_Spanish_Farm,5,Positive,review_374603962,Cozy small slice of heaven,"This was upscale without being stuffy or formal.  That nice in-between up from the standard tapa place but not the super formal.  Just a handful of tables, great service and superior food.  It was a lot of fun and relaxing.  Nice selection of regional wines.","This was upscale without being stuffy or formal.  That nice in-between up from the standard tapa place but not the super formal.  Just a handful of tables, great service and superior food.  It was a lot of fun and relaxing.  Nice selection of regional wines.",2016-05-19,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or200-The_Spanish_Farm-Madrid.html,UID_22191,0.063,0.567,0.37,0.9703,0.4761904761904762,0.6452380952380953,0.562725,258,21,0.0813953488372093,0,7,False,11,0.125,0.25,0.375,0.0,0.125,0.0,0.0,0.0,0.125,0.0,45,38,4.666666666666667,0,0,upscal without stuffi formal nice standard tapa place super formal hand tabl great servic superior food lot fun relax nice select region wine,good review,4,Spanish
25040,25041,Everest_Tandoori_Nepali_Indian_Restaurant,4,Positive,review_405771085,Lovely,Great staff. Lovely food. A bit out of the way but worth it. Food was delicious and restaurant was packed and there were no delays.,Great staff. Lovely food. A bit out of the way but worth it. Food was delicious and restaurant was packed and there were no delays.,2016-08-15,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or110-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22192,0.08,0.569,0.351,0.8608,0.65,0.65,0.1093,131,12,0.0916030534351145,0,4,False,10,0.0,0.3333333333333333,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,25,23,4.28,0,0,great staff love food bit way worth food delici restaur pack delay,good review,4,Indian
25041,25042,Everest_Tandoori_Nepali_Indian_Restaurant,5,Positive,review_404628113,The best Indian food ,We are Indian and this food definitely was one of the best we have had!!    Surprised to see an Indian/ Nepali restaurant of this high caliber in Madrid.     Service was impeccable and the food was world class.   Highly recommend this restaurant.,We are Indian and this food definitely was one of the best we have had!!    Surprised to see an Indian/ Nepali restaurant of this high caliber in Madrid.     Service was impeccable and the food was world class.   Highly recommend this restaurant.,2016-08-12,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or110-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22193,0.0,0.752,0.248,0.9038,0.3616666666666666,0.5883333333333334,0.4122999999999999,246,19,0.0772357723577235,2,6,False,13,0.0,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,41,33,4.804878048780488,0,0,indian food definit one best surpris see indian nepali restaur high calib madrid servic impecc food world class highli recommend restaur,very good review,5,Indian
25042,25043,Everest_Tandoori_Nepali_Indian_Restaurant,4,Positive,review_402953426,Way Better Than It Looks From Outside,"First the most important, food is excellent. Second, the service is friendly and personal.Currently #3 out of all restaurants of Madrid, not the case. You can't compare this to Michelin star experience. They are not suppose to compete. It is not fine dining.There...","First the most important, food is excellent. Second, the service is friendly and personal. Currently #3 out of all restaurants of Madrid, not the case. You can't compare this to Michelin star experience. They are not suppose to compete. It is not fine dining. There are many great Indian/Nepalese restaurants in Madrid. I'm a huge fan of many. This goes high in the list. Ugly duckling with superb food. First look of the restaurant from outside doesn't look ""that promising"". Not the prettiest neighborhood either. If you go early, since they open 19:30, you are probably the only customer, but around 9pm people start coming and coming. I think the food and nice owner attracts the people. Menu has wider selection of things from all around India than any other Indian restaurant I have visited in Madrid. Prices are good average, but that makes the value for money very good. Location is good for people who live in Canillas and Hortaleza and can walk there. For people coming from further it's not the best location. Doesn't seem easiest place to park a car. Kind of nearby to Pinar del Rey metro though. Sodexo restaurant tickets are not accepted. I need to go more often to see if Excellent might be in place, but for now Very Good is definitely deserved.",2016-08-08,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or110-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_8523,0.064,0.747,0.19,0.9874,0.3418897306397306,0.5872685185185186,0.4269666666666666,1261,99,0.0785091197462331,0,40,False,55,0.1964285714285714,0.1785714285714285,0.2678571428571428,0.0714285714285714,0.2142857142857142,0.0178571428571428,0.0,0.0178571428571428,0.0178571428571428,0.0178571428571428,220,156,4.736363636363636,1,0,first import food excel second servic friendli person current restaur madrid case compar michelin star experi suppos compet fine dine mani great indian nepales restaur madrid huge fan mani goe high list ugli duckl superb food first look restaur outsid look promis prettiest neighborhood either go earli sinc open probabl custom around pm peopl start come come think food nice owner attract peopl menu wider select thing around india indian restaur visit madrid price good averag make valu money good locat good peopl live canilla hortaleza walk peopl come best locat seem easiest place park car kind nearbi pinar del rey metro though sodexo restaur ticket accept need go often see excel might place good definit deserv,very good review,5,Indian
25043,25044,Everest_Tandoori_Nepali_Indian_Restaurant,3,Negative,review_398733399,It's ok ,"Not sure why this place has such high reviews. The service was really good for Spain the food was inconsistent though. Some good, some not good at all. My garlic naan was basically inedible it had so much raw garlic and came late so I...","Not sure why this place has such high reviews. The service was really good for Spain the food was inconsistent though. Some good, some not good at all. My garlic naan was basically inedible it had so much raw garlic and came late so I was nearly done eating. No reason to send it back. Would try again if I was in that area. ",2016-07-29,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or110-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_12577,0.092,0.823,0.085,0.1343,0.0529230769230769,0.5190427350427351,0.3637,325,32,0.0984615384615384,0,7,False,18,0.1428571428571428,0.1904761904761904,0.238095238095238,0.1428571428571428,0.1904761904761904,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,64,55,4.078125,0,0,sure place high review servic realli good spain food inconsist though good good garlic naan basic ined much raw garlic came late nearli done eat reason send back would tri area,good review,4,Indian
25044,25045,Everest_Tandoori_Nepali_Indian_Restaurant,5,Positive,review_396374710,Outstanding food and service,"After spending more than a week in Spain, we were craving for some good curry and tandoori food. On arriving in Madrid, we decided to try out the Everest Tandoori as it ranked quite high in trip advisor list of recommended resturant a and boy...","After spending more than a week in Spain, we were craving for some good curry and tandoori food. On arriving in Madrid, we decided to try out the Everest Tandoori as it ranked quite high in trip advisor list of recommended resturant a and boy what a gem we discovered !! Right from moment we entered the place, (we were made very welcome by Krishna, probably the spirit behind the place) till the time we sampled the food it was a great experience. We ordered some vegetable pakoras as starters and then moved to Malai tikka and seekh kebabs plus chicken biryani and Chana masala. Everything has a distinct taste and was freshly prepared. Naans were soft and went perfectly with the mains. We finished off by ordering Mango Kulfi and Gulab Jaman and between them mango kulfi was a clear winner. In summary, great food coupled with outstanding service made this place a special experience for us in Madrid. ",2016-07-24,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or110-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22194,0.0,0.797,0.203,0.9888,0.3745535714285714,0.6440922619047619,0.3779875,906,70,0.0772626931567329,2,16,False,31,0.1428571428571428,0.2285714285714285,0.2857142857142857,0.0857142857142857,0.1428571428571428,0.0,0.0285714285714285,0.0285714285714285,0.0571428571428571,0.0,160,118,4.6625,0,0,spend week spain crave good curri tandoori food arriv madrid decid tri everest tandoori rank quit high trip advisor list recommend restur boy gem discov right moment enter place made welcom krishna probabl spirit behind place till time sampl food great experi order veget pakora starter move malai tikka seekh kebab plu chicken biryani chana masala everyth distinct tast freshli prepar naan soft went perfectli main finish order mango kulfi gulab jaman mango kulfi clear winner summari great food coupl outstand servic made place special experi us madrid,good review,4,Indian
25045,25046,Everest_Tandoori_Nepali_Indian_Restaurant,4,Positive,review_385819135,Food - good flavour ,"The food was well made both indian and Nepali cuisines. Nice variety of non veg food. The option for veg are less than non-veg chicken, meat, prawns and fish. The people are very friendly.","The food was well made both indian and Nepali cuisines. Nice variety of non veg food. The option for veg are less than non-veg chicken, meat, prawns and fish. The people are very friendly.",2016-06-25,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or120-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_3860,0.0,0.787,0.213,0.8122,0.0802083333333333,0.6666666666666666,0.3703666666666667,188,13,0.0691489361702127,0,7,False,11,0.0833333333333333,0.25,0.3333333333333333,0.0,0.25,0.0,0.0,0.0833333333333333,0.0,0.0,34,29,4.5588235294117645,0,0,food well made indian nepali cuisin nice varieti non veg food option veg less non veg chicken meat prawn fish peopl friendli,good review,4,Indian
25046,25047,Everest_Tandoori_Nepali_Indian_Restaurant,5,Positive,review_383381129,Truly delicious!,"I have eaten Indian/Nepali food all around the world, and this food is among the very best I have had. A 15 to 20 minute subway ride from Gran Via in central Madrid, but sooooooo worth it. And very friendly staff as well. And nice...","I have eaten Indian/Nepali food all around the world, and this food is among the very best I have had. A 15 to 20 minute subway ride from Gran Via in central Madrid, but sooooooo worth it. And very friendly staff as well. And nice Nepali decorations and music. YUM!",2016-06-17,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or120-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22195,0.0,0.732,0.268,0.9475,0.5075000000000001,0.478,0.342925,265,21,0.0792452830188679,1,8,False,10,0.0714285714285714,0.2857142857142857,0.3571428571428571,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0714285714285714,50,43,4.32,0,0,eaten indian nepali food around world food among best minut subway ride gran via central madrid sooooooo worth friendli staff well nice nepali decor music yum,good review,4,Indian
25047,25048,Everest_Tandoori_Nepali_Indian_Restaurant,5,Positive,review_379625952,Muy bueno!,We discovered a fantastic indian. Very friendly and helpful service and authentic food. Will be sure to come back soon!,We discovered a fantastic indian. Very friendly and helpful service and authentic food. Will be sure to come back soon!,2016-06-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or120-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22196,0.0,0.557,0.443,0.9144,0.3775,0.6377777777777778,0.2932,119,8,0.0672268907563025,1,3,False,8,0.0769230769230769,0.3076923076923077,0.3076923076923077,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,20,19,5.0,0,0,discov fantast indian friendli help servic authent food sure come back soon,very good review,5,Indian
