Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
22038,22039,Meson_Restaurante_La_Mi_Venta,5,Positive,review_562985835,Tops of Madrid!,"We were delighted to celebrate my nephew's birthday with a dinner of discovery in this fantastic restaurant! We went with the chef's recommendation and advice from our wonderful waiter and explored the many amazing tastes of Madrid! The service was friendly and attentive, the owner...","We were delighted to celebrate my nephew's birthday with a dinner of discovery in this fantastic restaurant! We went with the chef's recommendation and advice from our wonderful waiter and explored the many amazing tastes of Madrid! The service was friendly and attentive, the owner met us when we arrived to welcome us, the food was utterly delicious with something for everyone - we loved our meal in La Mi Venta and will certainly return. This restaurant also offered excellent value for money for the quality of the food and wine. Make sure you make a reservation which might require a booking deposit to secure.",2018-02-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1511527-Reviews-or360-Meson_Restaurante_La_Mi_Venta-Madrid.html,UID_19705,0.0,0.661,0.339,0.993,0.6313775510204083,0.7971655328798187,0.142875,616,48,0.0779220779220779,2,10,False,30,0.1052631578947368,0.2368421052631578,0.3157894736842105,0.1052631578947368,0.2105263157894736,0.0263157894736842,0.0,0.0,0.0,0.0,105,80,4.876190476190477,0,0,delight celebr nephew birthday dinner discoveri fantast restaur went chef recommend advic wonder waiter explor mani amaz tast madrid servic friendli attent owner met us arriv welcom us food utterli delici someth everyon love meal la mi venta certainli return restaur also offer excel valu money qualiti food wine make sure make reserv might requir book deposit secur,very good review,5,Spanish
22039,22040,Meson_Restaurante_La_Mi_Venta,5,Positive,review_562951237,Very good,We discovered this fantastic place while we were on the way to the Palace. We were very surprised about the great hospitality and the fine quality of the food. We were offered to taste some tapas and they tasted very good!,We discovered this fantastic place while we were on the way to the Palace. We were very surprised about the great hospitality and the fine quality of the food. We were offered to taste some tapas and they tasted very good!,2018-02-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1511527-Reviews-or360-Meson_Restaurante_La_Mi_Venta-Madrid.html,UID_6143,0.0,0.695,0.305,0.9416,0.5493333333333335,0.786,0.2046,222,25,0.1126126126126126,1,3,False,9,0.1,0.2,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,41,30,4.439024390243903,0,0,discov fantast place way palac surpris great hospit fine qualiti food offer tast tapa tast good,very good review,5,Spanish
22040,22041,Meson_Restaurante_La_Mi_Venta,5,Positive,review_562046289,One of the best restaurants I ever tried !,"This is simply one of the beat restaurants I ever tried. It’s cosy, nice ambient, friendly staff and excellent food! They are always giving attention to customers without bothering you. In short, I do recommend!!","This is simply one of the beat restaurants I ever tried. It’s cosy, nice ambient, friendly staff and excellent food! They are always giving attention to customers without bothering you. In short, I do recommend!!",2018-02-21,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1511527-Reviews-or360-Meson_Restaurante_La_Mi_Venta-Madrid.html,UID_19706,0.0,0.622,0.378,0.949,0.395,0.6314285714285715,0.4373999999999999,212,12,0.0566037735849056,3,8,False,12,0.0555555555555555,0.1666666666666666,0.3888888888888889,0.0,0.2222222222222222,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0555555555555555,35,34,5.085714285714285,0,0,simpli one beat restaur ever tri cosi nice ambient friendli staff excel food alway give attent custom without bother short recommend,good review,4,French
22041,22042,Meson_Restaurante_La_Mi_Venta,5,Positive,review_561917784,Amazing Restaurant and Service!!,"If I could give this place 10 stars out of 5 I would! If you’ve traveled much in Europe you’d know that service is most often lacking in establishments but this restaurant is not just different it is special! The service, the food, the decor...","If I could give this place 10 stars out of 5 I would! If you’ve traveled much in Europe you’d know that service is most often lacking in establishments but this restaurant is not just different it is special! The service, the food, the decor everything is AMAZING! The staff is friendly and tries to accommodate you as much as they can, the food is delicious and the venue it is not packed with tourists. You cruelly feel welcomed when you walk in here! This will be my go to restaurant whenever I am in Madrid. I highly recommend it! ",2018-02-21,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1511527-Reviews-or360-Meson_Restaurante_La_Mi_Venta-Madrid.html,UID_19707,0.041,0.742,0.217,0.9749,0.2337662337662338,0.5828571428571429,0.4739333333333334,535,52,0.0971962616822429,5,10,False,26,0.0454545454545454,0.2727272727272727,0.3181818181818182,0.0,0.1818181818181818,0.0454545454545454,0.0,0.0454545454545454,0.0909090909090909,0.0,100,74,4.35,0,0,could give place star would travel much europ know servic often lack establish restaur differ special servic food decor everyth amaz staff friendli tri accommod much food delici venu pack tourist cruelli feel welcom walk go restaur whenev madrid highli recommend,very good review,5,Spanish
22042,22043,Meson_Restaurante_La_Mi_Venta,3,Negative,review_561572711,Good service,"Visited for a dinner with family. Service was very attentive and good. Recommended Iberian pork was really good. Seafood paella was not recommended, took it anyway, not in top 10 best paellas I've eaten. Others were satisfied with their portions.","Visited for a dinner with family. Service was very attentive and good. Recommended Iberian pork was really good. Seafood paella was not recommended, took it anyway, not in top 10 best paellas I've eaten. Others were satisfied with their portions.",2018-02-19,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1511527-Reviews-or360-Meson_Restaurante_La_Mi_Venta-Madrid.html,UID_19708,0.062,0.643,0.295,0.9181,0.6533333333333333,0.6666666666666666,0.200375,246,15,0.0609756097560975,0,8,False,15,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,40,35,5.175,0,0,visit dinner famili servic attent good recommend iberian pork realli good seafood paella recommend took anyway top best paella eaten other satisfi portion,good review,4,Spanish
22043,22044,Taberna_el_Sur,5,Positive,review_714975718,OMG good.,On point delicious. Been in Europe for two weeks now and this is the best meal I have had. Might have to come back before I leave. Frank is a good waiter as well. We didn’t need to ask for anything or call him over...,On point delicious. Been in Europe for two weeks now and this is the best meal I have had. Might have to come back before I leave. Frank is a good waiter as well. We didn’t need to ask for anything or call him over like we have had to other places on our trip.,2019-10-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or270-Taberna_el_Sur-Madrid.html,UID_19709,0.018,0.747,0.235,0.9349,0.515,0.455,0.417175,260,31,0.1192307692307692,0,5,False,13,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,55,48,3.7454545454545456,0,0,point delici europ two week best meal might come back leav frank good waiter well need ask anyth call like place trip,good review,4,French
22044,22045,Taberna_el_Sur,4,Positive,review_714766173,Great Dinner Spot,Visited Taberna El Sur for dinner on our last night in Madrid and although it looks more like a pub from the outside it was really good. The calamari was the best we had during our entire holiday. The chicken curry was not nice but...,Visited Taberna El Sur for dinner on our last night in Madrid and although it looks more like a pub from the outside it was really good. The calamari was the best we had during our entire holiday. The chicken curry was not nice but we should not have ordered it in hindsight. Portions all gigantic and service was excellent,2019-10-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or270-Taberna_el_Sur-Madrid.html,UID_9440,0.024,0.781,0.195,0.8963,0.2555555555555555,0.5657407407407408,0.5875666666666667,323,33,0.1021671826625387,0,3,False,17,0.1428571428571428,0.2142857142857142,0.3571428571428571,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0714285714285714,0.0,0.0,60,48,4.4,0,0,visit taberna el sur dinner last night madrid although look like pub outsid realli good calamari best entir holiday chicken curri nice order hindsight portion gigant servic excel,very good review,5,Spanish
22045,22046,Taberna_el_Sur,5,Positive,review_714637736,Friendly staff and lovely food,"Had a lovely meal here with my sister. Great service, lovely food and tasty sangria. Would definitely recommended a visit.","Had a lovely meal here with my sister. Great service, lovely food and tasty sangria. Would definitely recommended a visit.",2019-10-01,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or270-Taberna_el_Sur-Madrid.html,UID_5058,0.0,0.481,0.519,0.9451,0.45,0.6875,0.2719,122,7,0.0573770491803278,0,4,False,12,0.1176470588235294,0.1764705882352941,0.2941176470588235,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.1176470588235294,20,18,5.15,0,0,love meal sister great servic love food tasti sangria would definit recommend visit,good review,4,Spanish
22046,22047,Taberna_el_Sur,4,Positive,review_714466539,Cheesecake Tapas,A busy and very popular restaurant. Bar area for waiting though as we left the queue was out the door. Nice atmosphere despite the constant turnover of tables. Our service was slower than expected but food arrived and was very good. Also they have Cheesecake...,A busy and very popular restaurant. Bar area for waiting though as we left the queue was out the door. Nice atmosphere despite the constant turnover of tables. Our service was slower than expected but food arrived and was very good. Also they have Cheesecake (baked) and what they call Lemon cake or Passionfruit Cake is unbaked cheesecake. I like Cheesecake. Definitely one to seek out,2019-10-01,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or270-Taberna_el_Sur-Madrid.html,UID_17714,0.0,0.802,0.198,0.9329,0.28625,0.5391666666666667,0.3620166666666667,386,29,0.0751295336787564,0,8,False,16,0.2307692307692307,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.2307692307692307,0.0,0.0,0.0,0.0769230769230769,0.0,66,57,4.863636363636363,0,0,busi popular restaur bar area wait though left queue door nice atmospher despit constant turnov tabl servic slower expect food arriv good also cheesecak bake call lemon cake passionfruit cake unbak cheesecak like cheesecak definit one seek,good review,4,Spanish
22047,22048,Taberna_el_Sur,5,Positive,review_714408414,Great tapas.,Really great tapas here off the main drag. All the food was delicious and the sangria went down well too. We were early (18:30) but by the time we left there was a queue forming outside. A testament to how good the food is!,Really great tapas here off the main drag. All the food was delicious and the sangria went down well too. We were early (18:30) but by the time we left there was a queue forming outside. A testament to how good the food is!,2019-09-30,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or270-Taberna_el_Sur-Madrid.html,UID_3730,0.028,0.762,0.21,0.8515,0.2984567901234568,0.3770061728395061,0.4506333333333334,223,22,0.0986547085201793,1,7,False,13,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.0555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,44,38,4.090909090909091,0,0,realli great tapa main drag food delici sangria went well earli time left queue form outsid testament good food,good review,4,Spanish
