Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating
31055,31056,Taberna_el_Sur,5,Positive,review_389207707,"great food, and service","trendy and stylish because of the way the you are treated. Wonderful and charming waiters, stunning food - you can choose half serves of main meals plus also tapas and other nibblies. Great and cheap house wine and beer. A fabulous dining experience","trendy and stylish because of the way the you are treated. Wonderful and charming waiters, stunning food - you can choose half serves of main meals plus also tapas and other nibblies. Great and cheap house wine and beer. A fabulous dining experience",2016-07-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or2030-Taberna_el_Sur-Madrid.html,UID_26892,0.0,0.683,0.317,0.9559,0.4340909090909091,0.7477272727272729,0.4097,249,16,0.0642570281124498,0,5,False,12,0.0,0.2222222222222222,0.5555555555555556,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,43,36,4.813953488372093,0,0,trendi stylish way treat wonder charm waiter stun food choos half serv main meal plu also tapa nibbl great cheap hous wine beer fabul dine experi,very good review,5
31056,31057,Taberna_el_Sur,5,Positive,review_389159444,Best place ever in Madrid ,"First i came for the sangria , then i came back for the food , but for sure even if the sangria is most certainly one of the best in Madrid and the food absolutely délicious , the x factor is the staff , totally...","First i came for the sangria , then i came back for the food , but for sure even if the sangria is most certainly one of the best in Madrid and the food absolutely délicious , the x factor is the staff , totally incredible, Alex , Vanessa and Johan and the one behind the bar with the surfer neckless, if i Was the owner of the bar i Will raise their Wages by 30 % Right away.... Keep on going guys , we love you .... The french guy ",2016-07-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or2030-Taberna_el_Sur-Madrid.html,UID_26893,0.0,0.828,0.172,0.9642,0.3291666666666666,0.5191137566137566,0.9642,433,41,0.0946882217090069,0,17,False,22,0.0,0.375,0.375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,91,60,3.758241758241758,0,0,first came sangria came back food sure even sangria certainli one best madrid food absolut liciou x factor staff total incred alex vanessa johan one behind bar surfer neckless owner bar rais wage right away keep go guy love french guy,good review,4
31057,31058,Taberna_el_Sur,5,Positive,review_388823350,"Great food, amazing staff","The food was absolutely delicious, particularly the passion fruit pie. However, the best part of the meal was the staff. They were really friendly and made me feel at home.","The food was absolutely delicious, particularly the passion fruit pie. However, the best part of the meal was the staff. They were really friendly and made me feel at home.",2016-07-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or2030-Taberna_el_Sur-Madrid.html,UID_26894,0.0,0.635,0.365,0.9429,0.6354166666666667,0.5333333333333333,0.1322999999999999,172,13,0.0755813953488372,0,5,False,10,0.1538461538461538,0.3076923076923077,0.3076923076923077,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,30,26,4.766666666666667,0,0,food absolut delici particularli passion fruit pie howev best part meal staff realli friendli made feel home,very good review,5
31058,31059,Taberna_el_Sur,5,Positive,review_388807371,"Cheap, tasty and friendly!",Waiters speak english and the food is great- 4 tapas and a carafe of sangria had us stuffed and very pleased.,Waiters speak english and the food is great- 4 tapas and a carafe of sangria had us stuffed and very pleased.,2016-07-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or2030-Taberna_el_Sur-Madrid.html,UID_26895,0.0,0.723,0.277,0.807,0.4833333333333334,0.5833333333333334,0.0,109,9,0.0825688073394495,0,2,False,8,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,21,19,4.238095238095238,0,0,waiter speak english food great tapa caraf sangria us stuf pleas,very good review,5
31059,31060,Taberna_el_Sur,4,Positive,review_388729807,"Delicious food, bilingual staff","Delicious sangria, & do not miss the ropa vieja. Alex will charm your pants off, then ask you to leave a good review, which I'm doing so I guess it works :)","Delicious sangria, & do not miss the ropa vieja. Alex will charm your pants off, then ask you to leave a good review, which I'm doing so I guess it works :)",2016-07-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or2030-Taberna_el_Sur-Madrid.html,UID_26896,0.029,0.635,0.336,0.9108,0.7333333333333334,0.8666666666666667,0.1823,156,14,0.0897435897435897,0,8,False,4,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.1,32,32,3.90625,0,0,delici sangria miss ropa vieja alex charm pant ask leav good review guess work,good review,4
31060,31061,Taberna_el_Sur,5,Positive,review_630874964,Tastiest squids and most tender porkloin,Most tapas bars serve delicious pulpa octopus which we were looking forward to taste again on Spain but Taberna El Sur had squid instead and it was so well seasoned we’ll be going back just to eat this dish again! Just scrumptious!,Most tapas bars serve delicious pulpa octopus which we were looking forward to taste again on Spain but Taberna El Sur had squid instead and it was so well seasoned we’ll be going back just to eat this dish again! Just scrumptious!,2018-11-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or730-Taberna_el_Sur-Madrid.html,UID_26897,0.0,0.785,0.215,0.8933,0.4375,0.4375,0.2138999999999999,231,19,0.0822510822510822,2,2,False,9,0.0,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,42,41,4.523809523809524,0,0,tapa bar serv delici pulpa octopu look forward tast spain taberna el sur squid instead well season go back eat dish scrumptiou,very good review,5
31061,31062,Taberna_el_Sur,4,Positive,review_630687741,Small hidden surprise,Quite small entrance to small restaurant among aisles of Madrid. Interier is nice decorate. Food was very good and tasty as I have Tapas for sterter and seafood Paella as main (both marked as recommend in menu) and both very nice flavoured especially the tapas...,Quite small entrance to small restaurant among aisles of Madrid. Interier is nice decorate. Food was very good and tasty as I have Tapas for sterter and seafood Paella as main (both marked as recommend in menu) and both very nice flavoured especially the tapas was 6* quality. To drink I had a proper fruit tea served in lovely pot. Price very reasonable. Recommend time for visit is definitely before 11:30 then the restaurant is full and many people who entered have to leave and find another place.,2018-11-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or730-Taberna_el_Sur-Madrid.html,UID_26898,0.012,0.784,0.204,0.9621,0.2619047619047619,0.6209523809523809,0.45488,501,36,0.0718562874251497,0,10,False,35,0.12,0.08,0.36,0.12,0.12,0.0,0.0,0.0,0.12,0.08,88,68,4.704545454545454,0,0,quit small entranc small restaur among aisl madrid interi nice decor food good tasti tapa sterter seafood paella main mark recommend menu nice flavour especi tapa qualiti drink proper fruit tea serv love pot price reason recommend time visit definit restaur full mani peopl enter leav find anoth place,very good review,5
31062,31063,Taberna_el_Sur,4,Positive,review_630493595,Visit,Great service and food! We had squid and shrimp and patatas bravas and the tortilla espanola. Thank you Jhoan!,Great service and food! We had squid and shrimp and patatas bravas and the tortilla espanola. Thank you Jhoan!,2018-11-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or730-Taberna_el_Sur-Madrid.html,UID_26899,0.0,0.703,0.297,0.8011,1.0,0.75,0.53935,110,8,0.0727272727272727,2,3,False,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,19,16,4.842105263157895,0,0,great servic food squid shrimp patata brava tortilla espanola thank jhoan,good review,4
31063,31064,Taberna_el_Sur,5,Positive,review_630348092,Great spot a little out of the way of the touristy madness.,"Very simple: great food, great drinks, and great bartenders. We were looking to get away from all the touristy stuff near Puerta del Sol (near where we were staying). Came upon a review of this place and it looked like a unique place, good food,...","Very simple: great food, great drinks, and great bartenders. We were looking to get away from all the touristy stuff near Puerta del Sol (near where we were staying). Came upon a review of this place and it looked like a unique place, good food, not too far, but far enough away to get away from the touristy restaurants that you can't tell if they are good or not. Long story short, Peter, our bartender, treated us well (we ate at the bar), felt welcome and not rushed and not ignored either. I had the garlic shrimp and they were fantastic.  All in all, an authentic experience and would highly recommend.",2018-11-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or730-Taberna_el_Sur-Madrid.html,UID_26900,0.0,0.752,0.248,0.9849,0.358888888888889,0.6669047619047619,0.406,608,47,0.0773026315789473,0,22,False,33,0.0833333333333333,0.2083333333333333,0.2916666666666667,0.125,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,111,87,4.4774774774774775,0,0,simpl great food great drink great bartend look get away touristi stuff near puerta del sol near stay came upon review place look like uniqu place good food far far enough away get away touristi restaur tell good long stori short peter bartend treat us well ate bar felt welcom rush ignor either garlic shrimp fantast authent experi would highli recommend,good review,4
31064,31065,Taberna_el_Sur,5,Positive,review_630330915,Best  Restaurant in Madrid,Food is great!! And the service is excellent.The atmosphere is amazing. Thank you Nelson and Jhoan for making our time with you so special.,Food is great!! And the service is excellent.The atmosphere is amazing. Thank you Nelson and Jhoan for making our time with you so special.,2018-11-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2527526-Reviews-or730-Taberna_el_Sur-Madrid.html,UID_26901,0.0,0.58,0.42,0.9379,0.6523809523809524,0.7404761904761905,0.11755,139,12,0.0863309352517985,2,5,False,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,21,4.833333333333333,0,0,food great servic excel atmospher amaz thank nelson jhoan make time special,very good review,5
